Name_1990,Name_2020,AGS_1990,AGS_1991,AGS_1992,AGS_1993,AGS_1994,AGS_1995,AGS_1996,AGS_1997,AGS_1998,AGS_1999,AGS_2000,AGS_2001,AGS_2002,AGS_2003,AGS_2004,AGS_2005,AGS_2006,AGS_2007,AGS_2008,AGS_2009,AGS_2010,AGS_2011,AGS_2012,AGS_2013,AGS_2014,AGS_2015,AGS_2016,AGS_2017,AGS_2018,AGS_2019,AGS_2020
Wieda,Walkenried,03156013,03156013,03156013,03156013,03156013,03156013,03156013,03156013,03156013,03156013,03156013,03156013,03156013,03156013,03156013,03156013,03156013,03156013,03156013,03156013,03156013,03156013,03156013,03156013,03156013,03156013,03159036,03159036,03159036,03159036,03159036
Zorge,Walkenried,03156016,03156016,03156016,03156016,03156016,03156016,03156016,03156016,03156016,03156016,03156016,03156016,03156016,03156016,03156016,03156016,03156016,03156016,03156016,03156016,03156016,03156016,03156016,03156016,03156016,03156016,03159036,03159036,03159036,03159036,03159036
Wulften,Wulften am Harz,03156015,03156015,03156015,03156015,03156015,03156015,03156015,03156015,03156015,03156015,03156015,03156015,03156015,03156015,03156015,03156015,03156015,03156015,03156015,03156015,03156015,03156015,03156015,03156015,03156015,03156015,03159039,03159039,03159039,03159039,03159039
Harz (Ldkr. Osterode Am Harz),"Harz (Landkreis Göttingen), gemfr. Geb.",03156501,03156501,03156501,03156501,03156501,03156501,03156501,03156501,03156501,03156501,03156501,03156501,03156501,03156501,03156501,03156501,03156501,03156501,03156501,03156501,03156501,03156501,03156501,03156501,03156501,03156501,03159501,03159501,03159501,03159501,03159501
Ilsede,Ilsede,03157003,03157003,03157003,03157003,03157003,03157003,03157003,03157003,03157003,03157003,03157003,03157003,03157003,03157003,03157003,03157003,03157003,03157003,03157003,03157003,03157003,03157003,03157003,03157003,03157003,03157009,03157009,03157009,03157009,03157009,03157009
Lahstedt,Ilsede,03157004,03157004,03157004,03157004,03157004,03157004,03157004,03157004,03157004,03157004,03157004,03157004,03157004,03157004,03157004,03157004,03157004,03157004,03157004,03157004,03157004,03157004,03157004,03157004,03157004,03157009,03157009,03157009,03157009,03157009,03157009
Achim,Börßum,03158001,03158001,03158001,03158001,03158001,03158001,03158001,03158001,03158001,03158001,03158001,03158001,03158001,03158001,03158001,03158001,03158001,03158001,03158001,03158001,03158001,03158038,03158038,03158038,03158038,03158038,03158038,03158038,03158038,03158038,03158038
Boerssum,Börßum,03158003,03158003,03158003,03158003,03158003,03158003,03158003,03158003,03158003,03158003,03158003,03158003,03158003,03158003,03158003,03158003,03158003,03158003,03158003,03158003,03158003,03158038,03158038,03158038,03158038,03158038,03158038,03158038,03158038,03158038,03158038
Gielde,Schladen-Werla,03158015,03158015,03158015,03158015,03158015,03158015,03158015,03158015,03158015,03158015,03158015,03158015,03158015,03158015,03158015,03158015,03158015,03158015,03158015,03158015,03158015,03158015,03158015,03158039,03158039,03158039,03158039,03158039,03158039,03158039,03158039
"Hornburg, Stadt",Schladen-Werla,03158020,03158020,03158020,03158020,03158020,03158020,03158020,03158020,03158020,03158020,03158020,03158020,03158020,03158020,03158020,03158020,03158020,03158020,03158020,03158020,03158020,03158020,03158020,03158039,03158039,03158039,03158039,03158039,03158039,03158039,03158039
Schladen,Schladen-Werla,03158026,03158026,03158026,03158026,03158026,03158026,03158026,03158026,03158026,03158026,03158026,03158026,03158026,03158026,03158026,03158026,03158026,03158026,03158026,03158026,03158026,03158026,03158026,03158039,03158039,03158039,03158039,03158039,03158039,03158039,03158039
Werlaburgdorf,Schladen-Werla,03158034,03158034,03158034,03158034,03158034,03158034,03158034,03158034,03158034,03158034,03158034,03158034,03158034,03158034,03158034,03158034,03158034,03158034,03158034,03158034,03158034,03158034,03158034,03158039,03158039,03158039,03158039,03158039,03158039,03158039,03158039
Remlingen,Remlingen-Semmenstedt,03158024,03158024,03158024,03158024,03158024,03158024,03158024,03158024,03158024,03158024,03158024,03158024,03158024,03158024,03158024,03158024,03158024,03158024,03158024,03158024,03158024,03158024,03158024,03158024,03158024,03158024,03158040,03158040,03158040,03158040,03158040
Semmenstedt,Remlingen-Semmenstedt,03158029,03158029,03158029,03158029,03158029,03158029,03158029,03158029,03158029,03158029,03158029,03158029,03158029,03158029,03158029,03158029,03158029,03158029,03158029,03158029,03158029,03158029,03158029,03158029,03158029,03158029,03158040,03158040,03158040,03158040,03158040
"Hannover, Landeshauptstadt","Hannover, Landeshauptstadt",03201000,03201000,03201000,03201000,03201000,03201000,03201000,03201000,03201000,03201000,03201000,03241001,03241001,03241001,03241001,03241001,03241001,03241001,03241001,03241001,03241001,03241001,03241001,03241001,03241001,03241001,03241001,03241001,03241001,03241001,03241001
"Bruchhausen-Vilsen, Flecken","Bruchhausen-Vilsen, Flecken",03251010,03251010,03251010,03251010,03251010,03251010,03251010,03251010,03251010,03251010,03251010,03251010,03251010,03251010,03251010,03251010,03251010,03251010,03251010,03251010,03251010,03251048,03251048,03251048,03251048,03251048,03251049,03251049,03251049,03251049,03251049
Engeln,"Bruchhausen-Vilsen, Flecken",03251016,03251016,03251016,03251016,03251016,03251016,03251016,03251016,03251016,03251016,03251016,03251016,03251016,03251016,03251016,03251016,03251016,03251016,03251016,03251016,03251016,03251048,03251048,03251048,03251048,03251048,03251049,03251049,03251049,03251049,03251049
Suestedt,"Bruchhausen-Vilsen, Flecken",03251039,03251039,03251039,03251039,03251039,03251039,03251039,03251039,03251039,03251039,03251039,03251039,03251039,03251039,03251039,03251039,03251039,03251039,03251039,03251039,03251039,03251039,03251039,03251039,03251039,03251039,03251049,03251049,03251049,03251049,03251049
"Barsinghausen, Stadt","Barsinghausen, Stadt",03253001,03253001,03253001,03253001,03253001,03253001,03253001,03253001,03253001,03253001,03253001,03241002,03241002,03241002,03241002,03241002,03241002,03241002,03241002,03241002,03241002,03241002,03241002,03241002,03241002,03241002,03241002,03241002,03241002,03241002,03241002
"Burgdorf, Stadt","Burgdorf, Stadt",03253002,03253002,03253002,03253002,03253002,03253002,03253002,03253002,03253002,03253002,03253002,03241003,03241003,03241003,03241003,03241003,03241003,03241003,03241003,03241003,03241003,03241003,03241003,03241003,03241003,03241003,03241003,03241003,03241003,03241003,03241003
Burgwedel,"Burgwedel, Stadt",03253003,03253003,03253003,03253003,03253003,03253003,03253003,03253003,03253003,03253003,03253003,03241004,03241004,03241004,03241004,03241004,03241004,03241004,03241004,03241004,03241004,03241004,03241004,03241004,03241004,03241004,03241004,03241004,03241004,03241004,03241004
"Garbsen, Stadt","Garbsen, Stadt",03253004,03253004,03253004,03253004,03253004,03253004,03253004,03253004,03253004,03253004,03253004,03241005,03241005,03241005,03241005,03241005,03241005,03241005,03241005,03241005,03241005,03241005,03241005,03241005,03241005,03241005,03241005,03241005,03241005,03241005,03241005
"Gehrden, Stadt","Gehrden, Stadt",03253005,03253005,03253005,03253005,03253005,03253005,03253005,03253005,03253005,03253005,03253005,03241006,03241006,03241006,03241006,03241006,03241006,03241006,03241006,03241006,03241006,03241006,03241006,03241006,03241006,03241006,03241006,03241006,03241006,03241006,03241006
Hemmingen,"Hemmingen, Stadt",03253006,03253006,03253006,03253006,03253006,03253006,03253006,03253006,03253006,03253006,03253006,03241007,03241007,03241007,03241007,03241007,03241007,03241007,03241007,03241007,03241007,03241007,03241007,03241007,03241007,03241007,03241007,03241007,03241007,03241007,03241007
Isernhagen,Isernhagen,03253007,03253007,03253007,03253007,03253007,03253007,03253007,03253007,03253007,03253007,03253007,03241008,03241008,03241008,03241008,03241008,03241008,03241008,03241008,03241008,03241008,03241008,03241008,03241008,03241008,03241008,03241008,03241008,03241008,03241008,03241008
"Laatzen, Stadt","Laatzen, Stadt",03253008,03253008,03253008,03253008,03253008,03253008,03253008,03253008,03253008,03253008,03253008,03241009,03241009,03241009,03241009,03241009,03241009,03241009,03241009,03241009,03241009,03241009,03241009,03241009,03241009,03241009,03241009,03241009,03241009,03241009,03241009
"Langenhagen, Stadt","Langenhagen, Stadt",03253009,03253009,03253009,03253009,03253009,03253009,03253009,03253009,03253009,03253009,03253009,03241010,03241010,03241010,03241010,03241010,03241010,03241010,03241010,03241010,03241010,03241010,03241010,03241010,03241010,03241010,03241010,03241010,03241010,03241010,03241010
"Lehrte, Stadt","Lehrte, Stadt",03253010,03253010,03253010,03253010,03253010,03253010,03253010,03253010,03253010,03253010,03253010,03241011,03241011,03241011,03241011,03241011,03241011,03241011,03241011,03241011,03241011,03241011,03241011,03241011,03241011,03241011,03241011,03241011,03241011,03241011,03241011
"Neustadt Am Ruebenberge, Stadt","Neustadt am Rübenberge, Stadt",03253011,03253011,03253011,03253011,03253011,03253011,03253011,03253011,03253011,03253011,03253011,03241012,03241012,03241012,03241012,03241012,03241012,03241012,03241012,03241012,03241012,03241012,03241012,03241012,03241012,03241012,03241012,03241012,03241012,03241012,03241012
"Pattensen, Stadt","Pattensen, Stadt",03253012,03253012,03253012,03253012,03253012,03253012,03253012,03253012,03253012,03253012,03253012,03241013,03241013,03241013,03241013,03241013,03241013,03241013,03241013,03241013,03241013,03241013,03241013,03241013,03241013,03241013,03241013,03241013,03241013,03241013,03241013
"Ronnenberg, Stadt","Ronnenberg, Stadt",03253013,03253013,03253013,03253013,03253013,03253013,03253013,03253013,03253013,03253013,03253013,03241014,03241014,03241014,03241014,03241014,03241014,03241014,03241014,03241014,03241014,03241014,03241014,03241014,03241014,03241014,03241014,03241014,03241014,03241014,03241014
"Seelze, Stadt","Seelze, Stadt",03253014,03253014,03253014,03253014,03253014,03253014,03253014,03253014,03253014,03253014,03253014,03241015,03241015,03241015,03241015,03241015,03241015,03241015,03241015,03241015,03241015,03241015,03241015,03241015,03241015,03241015,03241015,03241015,03241015,03241015,03241015
Sehnde,"Sehnde, Stadt",03253015,03253015,03253015,03253015,03253015,03253015,03253015,03253015,03253015,03253015,03253015,03241016,03241016,03241016,03241016,03241016,03241016,03241016,03241016,03241016,03241016,03241016,03241016,03241016,03241016,03241016,03241016,03241016,03241016,03241016,03241016
"Springe, Stadt","Springe, Stadt",03253016,03253016,03253016,03253016,03253016,03253016,03253016,03253016,03253016,03253016,03253016,03241017,03241017,03241017,03241017,03241017,03241017,03241017,03241017,03241017,03241017,03241017,03241017,03241017,03241017,03241017,03241017,03241017,03241017,03241017,03241017
Uetze,Uetze,03253017,03253017,03253017,03253017,03253017,03253017,03253017,03253017,03253017,03253017,03253017,03241018,03241018,03241018,03241018,03241018,03241018,03241018,03241018,03241018,03241018,03241018,03241018,03241018,03241018,03241018,03241018,03241018,03241018,03241018,03241018
Wedemark,Wedemark,03253018,03253018,03253018,03253018,03253018,03253018,03253018,03253018,03253018,03253018,03253018,03241019,03241019,03241019,03241019,03241019,03241019,03241019,03241019,03241019,03241019,03241019,03241019,03241019,03241019,03241019,03241019,03241019,03241019,03241019,03241019
Wennigsen (Deister),Wennigsen (Deister),03253019,03253019,03253019,03253019,03253019,03253019,03253019,03253019,03253019,03253019,03253019,03241020,03241020,03241020,03241020,03241020,03241020,03241020,03241020,03241020,03241020,03241020,03241020,03241020,03241020,03241020,03241020,03241020,03241020,03241020,03241020
"Wunstorf, Stadt","Wunstorf, Stadt",03253020,03253020,03253020,03253020,03253020,03253020,03253020,03253020,03253020,03253020,03253020,03241021,03241021,03241021,03241021,03241021,03241021,03241021,03241021,03241021,03241021,03241021,03241021,03241021,03241021,03241021,03241021,03241021,03241021,03241021,03241021
Adenstedt,Sibbesse,03254001,03254001,03254001,03254001,03254001,03254001,03254001,03254001,03254001,03254001,03254001,03254001,03254001,03254001,03254001,03254001,03254001,03254001,03254001,03254001,03254001,03254001,03254001,03254001,03254001,03254001,03254045,03254045,03254045,03254045,03254045
Almstedt,Sibbesse,03254004,03254004,03254004,03254004,03254004,03254004,03254004,03254004,03254004,03254004,03254004,03254004,03254004,03254004,03254004,03254004,03254004,03254004,03254004,03254004,03254004,03254004,03254004,03254004,03254004,03254004,03254045,03254045,03254045,03254045,03254045
Eberholzen,Sibbesse,03254012,03254012,03254012,03254012,03254012,03254012,03254012,03254012,03254012,03254012,03254012,03254012,03254012,03254012,03254012,03254012,03254012,03254012,03254012,03254012,03254012,03254012,03254012,03254012,03254012,03254012,03254045,03254045,03254045,03254045,03254045
Sibbesse,Sibbesse,03254031,03254031,03254031,03254031,03254031,03254031,03254031,03254031,03254031,03254031,03254031,03254031,03254031,03254031,03254031,03254031,03254031,03254031,03254031,03254031,03254031,03254031,03254031,03254031,03254031,03254031,03254045,03254045,03254045,03254045,03254045
Westfeld,Sibbesse,03254033,03254033,03254033,03254033,03254033,03254033,03254033,03254033,03254033,03254033,03254033,03254033,03254033,03254033,03254033,03254033,03254033,03254033,03254033,03254033,03254033,03254033,03254033,03254033,03254033,03254033,03254045,03254045,03254045,03254045,03254045
Banteln,"Gronau (Leine), Stadt",03254006,03254006,03254006,03254006,03254006,03254006,03254006,03254006,03254006,03254006,03254006,03254006,03254006,03254006,03254006,03254006,03254006,03254006,03254006,03254006,03254006,03254006,03254006,03254006,03254006,03254006,03254043,03254043,03254043,03254043,03254043
Betheln,"Gronau (Leine), Stadt",03254007,03254007,03254007,03254007,03254007,03254007,03254007,03254007,03254007,03254007,03254007,03254007,03254007,03254007,03254007,03254007,03254007,03254007,03254007,03254007,03254007,03254007,03254007,03254007,03254007,03254007,03254043,03254043,03254043,03254043,03254043
Brueggen,"Gronau (Leine), Stadt",03254009,03254009,03254009,03254009,03254009,03254009,03254009,03254009,03254009,03254009,03254009,03254009,03254009,03254009,03254009,03254009,03254009,03254009,03254009,03254009,03254009,03254009,03254009,03254009,03254009,03254009,03254043,03254043,03254043,03254043,03254043
Despetal,"Gronau (Leine), Stadt",03254010,03254010,03254010,03254010,03254010,03254010,03254010,03254010,03254010,03254010,03254010,03254010,03254010,03254010,03254010,03254010,03254010,03254010,03254010,03254010,03254010,03254010,03254010,03254010,03254010,03254010,03254043,03254043,03254043,03254043,03254043
"Gronau (Leine), Stadt","Gronau (Leine), Stadt",03254018,03254018,03254018,03254018,03254018,03254018,03254018,03254018,03254018,03254018,03254018,03254018,03254018,03254018,03254018,03254018,03254018,03254018,03254018,03254018,03254018,03254018,03254018,03254018,03254018,03254018,03254043,03254043,03254043,03254043,03254043
Rheden,"Gronau (Leine), Stadt",03254027,03254027,03254027,03254027,03254027,03254027,03254027,03254027,03254027,03254027,03254027,03254027,03254027,03254027,03254027,03254027,03254027,03254027,03254027,03254027,03254027,03254027,03254027,03254027,03254027,03254027,03254043,03254043,03254043,03254043,03254043
